"id";"music";"countplay";"followers";"streams";"popularity";"dance";"energy";"loudness";"speechiness";"acousticness";"liveness";"time";"durationms";"valence"
"221";"Follow You";19;35285425;5097187;84;0.542;0.732;-5.956;0.0521;0.00209;0.496;124.912;175644;0.489
"222";"We're Good";22;27142474;6318660;83;0.722;0.588;-5.932;0.0544;0.0319;0.183;134.01;165507;0.59
"223";"Life Goes On";29;37106176;6142975;84;0.566;0.716;-5.733;0.0424;0.00691;0.37;81.068;207481;0.45
"224";"911";23;8758283;6111108;89;0.816;0.71;-3.728;0.0398;0.165;0.292;93.02;208631;0.784
"225";"Baila Conmigo (with Rauw Alejandro)";24;28909504;5588217;84;0.823;0.544;-7.132;0.0715;0.0215;0.0966;149.903;186088;0.664
"226";"The Jackie (with J. Cole & Lil Tjay)";1;386757;5454994;76;0.784;0.474;-6.139;0.0524;0.333;0.278;128.012;204434;0.64
"227";"hope ur ok";8;6266514;5435614;84;0.443;0.298;-12.181;0.0644;0.388;0.103;77.253;209560;0.172
"228";"Faz Amor Comigo Só Hoje - Ao Vivo";2;1097789;5269757;82;0.624;0.922;-4.628;0.0439;0.3;0.112;164.819;148228;0.884
"229";"Alcohol-Free";5;9987114;5259503;82;0.688;0.909;-1.992;0.0624;0.0474;0.0674;97.097;210573;0.702
"230";"WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix";1;151870;5186354;80;0.893;0.463;-5.301;0.36;0.199;0.318;81.026;229601;0.591
"231";"Memory";1;3507622;5173178;80;0.434;0.889;-5.684;0.0509;0.395;0.273;113.326;153338;0.845
"232";"Me Fije";4;2166191;5068677;83;0.76;0.674;-4.039;0.0636;0.396;0.0977;172.024;202307;0.735
"233";"Volta Bebê. Volta Neném";13;608109;5041120;79;0.583;0.918;-3.612;0.0518;0.288;0.0701;164.081;172973;0.836
"234";"Aloha";13;26769304;5036030;84;0.807;0.712;-5.757;0.1;0.532;0.163;100.004;241659;0.792
"235";"Sexo Virtual";2;6080597;4975786;82;0.704;0.739;-3.286;0.112;0.328;0.0856;179.879;208292;0.425
"236";"Closer";32;18191658;4954679;84;0.748;0.524;-5.599;0.0338;0.414;0.111;95.01;244960;0.661
"237";"Wonderwall - Remastered";4;6475631;4938180;78;0.375;0.893;-4.097;0.0406;0.000509;0.187;174.323;258773;0.434
"238";"Wasting Time ( feat. Drake )";1;1724414;6731106;78;0.652;0.717;-3.751;0.0581;0.0694;0.0906;89.982;301304;0.377
"239";"I Don't Do Drugs (feat. Ariana Grande)";2;8640063;5912293;80;0.683;0.615;-5.737;0.0966;0.222;0.154;77.014;188893;0.45
"240";"Renegade (feat. Taylor Swift)";1;98503;5876058;77;0.532;0.708;-8.121;0.0505;0.435;0.107;167.977;254467;0.586
"241";"JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)";2;6777818;5392334;80;0.827;0.571;-7.949;0.366;0.0195;0.166;142.034;146419;0.62
"242";"All Eyes On Me";2;1042079;5347263;81;0.352;0.424;-10.131;0.0394;0.733;0.0664;127.047;302951;0.141
"243";"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)";3;6278835;5321544;83;0.477;0.727;-4.053;0.286;0.000866;0.108;150.062;236524;0.227
"244";"Dick (feat. Doja Cat)";10;17202;5258628;83;0.647;0.608;-6.831;0.42;0.13;0.0584;125.994;175238;0.474
"245";"Solar Power";4;8083566;5234112;81;0.735;0.47;-9.405;0.1;0.266;0.32;87.971;192621;0.897
"246";"Your Power";10;47014200;5135380;81;0.632;0.284;-14.025;0.0801;0.932;0.233;129.642;245897;0.208
"247";"Lieben wir";1;558345;5029898;77;0.871;0.669;-7.62;0.329;0.0113;0.0795;95.939;155363;0.806
"248";"Whoopty";37;180454;5013017;81;0.719;0.648;-7.6;0.125;0.2;0.127;140.201;123263;0.66
"249";"Batom de Cereja - Ao Vivo";17;1097789;5011753;83;0.606;0.908;-6.201;0.0565;0.556;0.19;171.966;140942;0.798
"250";"Prisoner (feat. Dua Lipa)";33;15770302;5005018;79;0.781;0.67;-3.912;0.0452;0.0103;0.0761;127.99;169333;0.595
"251";"Stereo Hearts (feat. Adam Levine)";15;1275345;4992345;82;0.646;0.795;-3.293;0.0976;0.0319;0.267;89.99;210960;0.796
"252";"Reloj";36;6080597;4980155;79;0.823;0.537;-2.639;0.209;0.176;0.123;175.946;231595;0.615
"253";"malibu";8;384097;4973063;82;0.733;0.736;-5.123;0.111;0.028;0.131;147.897;166216;0.669
"254";"Eladio Carrion: Bzrp Music Sessions. Vol. 40";4;3126961;4965913;81;0.783;0.524;-6.455;0.0554;0.241;0.271;117.496;164896;0.839
"255";"Do I Wanna Know?";27;12369079;4938586;84;0.548;0.532;-7.596;0.0323;0.186;0.217;85.03;272394;0.405
"256";"LUMBERJACK";2;6777818;11756283;76;0.386;0.762;-6.341;0.564;0.122;0.527;170.691;138312;0.433
"257";"LEMONHEAD (feat. 42 Dugg)";1;6777818;11380679;78;0.62;0.586;-6.612;0.212;0.155;0.535;137.131;130980;0.487
"258";"HOT WIND BLOWS (feat. Lil Wayne)";1;6777818;9889197;77;0.371;0.75;-5.382;0.402;0.601;0.482;173.456;155293;0.729
"259";"CORSO";1;6777818;9503981;77;0.703;0.845;-4.851;0.337;0.169;0.122;97.672;146482;0.745
"260";"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)";1;6777818;9142721;79;0.468;0.652;-4.912;0.0722;0.333;0.55;140.223;588139;0.39
"261";"SIR BAUDELAIRE (feat. DJ Drama)";1;6777818;8884283;75;0.467;0.635;-6.115;0.154;0.314;0.844;127.596;88625;0.51
"262";"MASSA";1;6777818;8218423;74;0.685;0.855;-6.724;0.438;0.329;0.301;157.181;223719;0.46
"263";"RUNITUP (feat. Teezo Touchdown)";1;6777818;7917707;75;0.665;0.469;-7.778;0.13;0.565;0.219;115.852;229565;0.142
"264";"MANIFESTO (feat. Domo Genesis)";1;6777818;6988886;73;0.454;0.866;-5.348;0.391;0.121;0.167;92.463;175123;0.518
"265";"Get Into It (Yuh)";1;8640063;6503281;80;0.912;0.655;-6.029;0.162;0.315;0.0894;91.942;138293;0.793
"266";"WILSHIRE";1;6777818;6268542;73;0.555;0.712;-7.446;0.323;0.0451;0.182;78.958;515865;0.555
"267";"RISE! (feat. DAISY WORLD)";1;6777818;6034281;73;0.766;0.814;-3.367;0.0733;0.044;0.195;108.07;203588;0.481
"268";"Naked";1;8640063;5527865;75;0.733;0.862;-5.736;0.197;0.374;0.131;111.076;223560;0.536
"269";"Having Our Way (feat. Drake)";3;11690201;5424579;79;0.927;0.538;-3.917;0.116;0.0312;0.0945;125.983;278191;0.221
"270";"Payday (feat. Young Thug)";1;8640063;5393789;73;0.619;0.707;-5.791;0.0499;0.0366;0.13;168.995;212947;0.558
"271";"Been Like This";1;8640063;5362817;74;0.678;0.531;-5.029;0.0374;0.126;0.377;99.008;177373;0.176
"272";"MILLE (feat. Orietta Berti)";3;1650683;5341887;82;0.527;0.764;-4.297;0.322;0.016;0.0273;184.339;175924;0.829
"273";"UN DIA (ONE DAY) (Feat. Tainy)";49;29051363;5203364;83;0.571;0.693;-8.234;0.0545;0.00536;0.173;168.169;232253;0.393
"274";"Savage Love (Laxed - Siren Beat)";55;100604;5108950;82;0.767;0.481;-8.52;0.0803;0.234;0.269;150.076;171375;0.761
"275";"Poblado";6;29051363;6893939;89;0.813;0.809;-5.382;0.0846;0.102;0.377;93.005;393280;0.646
"276";"Hecha Pa' Mi";30;278679;6308369;83;0.725;0.756;-5.013;0.0572;0.362;0.103;100.07;186133;0.828
"277";"working";1;1647262;5666770;80;0.783;0.435;-7.78;0.0588;0.282;0.0833;106.974;210220;0.512
"278";"Petrouchka (feat. PLK)";3;289437;5511544;79;0.624;0.802;-4.818;0.311;0.0597;0.252;133.888;189933;0.818
"279";"p r i d e . i s . t h e . d e v i l (with Lil Baby)";6;14097410;5430260;82;0.861;0.656;-7.867;0.425;0.104;0.0986;88.967;218210;0.331
"280";"m y . l i f e (with 21 Savage & Morray)";6;14097410;5246577;82;0.597;0.587;-7.026;0.137;0.0622;0.214;140.021;218802;0.0753
"281";"Jocelyn Flores";77;29539807;5220422;84;0.872;0.391;-9.144;0.242;0.469;0.297;134.021;119133;0.437
"282";"No Return (with The Kid LAROI & Lil Durk)";2;4840346;5189427;80;0.479;0.645;-7.336;0.302;0.135;0.0825;155.057;168729;0.381
"283";"The Box";78;6603627;5145099;84;0.896;0.586;-6.687;0.0559;0.104;0.79;116.971;196653;0.642
"284";"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix";19;140812;5124606;83;0.722;0.893;-3.255;0.0475;0.0441;0.0673;119.932;116750;0.439
"285";"Can't Hold Us - feat. Ray Dalton";13;2562082;5085147;83;0.641;0.922;-4.457;0.0786;0.0291;0.0862;146.078;258343;0.847
"286";"Anyone";26;1250353;5079587;0;0.686;0.538;-8.026;0.0345;0.181;0.113;115.884;190779;0.584
"287";"my ex's best friend (with blackbear)";45;3864419;5048079;83;0.731;0.675;-5.134;0.0434;0.00473;0.141;124.939;139461;0.298
"288";"Just the Way You Are";20;32574754;5043647;80;0.637;0.843;-5.413;0.0432;0.0151;0.0876;109.012;220733;0.434
"289";"HIGHEST IN THE ROOM";78;17719446;4975720;84;0.598;0.427;-8.764;0.0317;0.0546;0.21;76.469;175721;0.0605
"290";"Break My Heart";65;27142474;4971176;80;0.73;0.729;-3.434;0.0884;0.167;0.349;113.011;221820;0.467
"291";"Laugh Now Cry Later (feat. Lil Durk)";44;56308172;4916860;83;0.761;0.518;-8.871;0.134;0.244;0.107;133.976;261493;0.522
"292";"We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song";2;14917926;4912036;82;0.66;0.733;-4.619;0.0359;0.248;0.17;119.933;217000;0.304
"293";"Ella No Es Tuya - Remix";19;319192;4911162;82;0.585;0.611;-4.132;0.288;0.39;0.649;97.041;218107;0.962
"294";"In the End";6;19584111;4910070;83;0.556;0.864;-5.87;0.0584;0.00958;0.209;105.143;216880;0.4
"295";"No Role Modelz";6;14097410;4904401;84;0.692;0.521;-8.465;0.33;0.301;0.0565;100.45;292987;0.463
"296";"SICKO MODE";74;17719446;4898977;84;0.834;0.73;-3.714;0.222;0.00513;0.124;155.008;312820;0.446
"297";"Something Just Like This";41;18191658;4862683;82;0.617;0.635;-6.769;0.0317;0.0498;0.164;103.019;247160;0.446
"298";"You";9;152226;4846549;83;0.691;0.695;-5.6;0.0367;0.0592;0.0647;106.064;233386;0.514
"299";"Straightenin";3;11690201;7615531;77;0.847;0.629;-5.81;0.102;0.0318;0.152;135.976;255532;0.109
"300";"GANG GANG (with Lil Wayne)";4;4840346;7506580;78;0.752;0.563;-8.066;0.209;0.146;0.103;145.05;178776;0.551
"301";"Black Hearted";1;4840346;6989528;75;0.506;0.563;-7.664;0.411;0.0326;0.0856;168.146;190509;0.153
"302";"Lost";1;32262679;6410263;79;0.766;0.706;-6.553;0.16;0.223;0.064;142.989;172598;0.766
"303";"Avalanche";1;11690201;6323268;71;0.917;0.623;-8.231;0.135;0.0985;0.0833;126.063;206272;0.687
"304";"My Head & My Heart";18;3911473;5470147;83;0.614;0.934;-3.709;0.07;0.0697;0.121;116.001;174760;0.436
"305";"Malibu (feat. Polo G)";1;11690201;5456648;72;0.831;0.719;-6.836;0.235;0.514;0.0675;155.038;248652;0.859
"306";"GIRL LIKE ME";26;5963840;5395181;82;0.965;0.485;-8.784;0.191;0.0206;0.0655;124.025;222523;0.312
"307";"Clueless (with Pop Smoke & Fivio Foreign)";1;4840346;5335308;74;0.734;0.712;-6.217;0.201;0.391;0.103;140.369;165405;0.674
"308";"Modern Day";1;11690201;5322745;78;0.87;0.629;-7.598;0.279;0.173;0.101;134.944;241790;0.512
"309";"Therefore I Am";31;1250353;5265630;0;0.889;0.34;-7.773;0.0697;0.218;0.055;94.009;174321;0.716
"310";"TE MUDASTE";29;36142273;5242347;82;0.811;0.637;-4.835;0.0591;0.234;0.118;92.025;130014;0.471
"311";"Tipo Gin - Ao Vivo";6;2753929;5155238;81;0.75;0.668;-4.49;0.061;0.78;0.338;94.998;159147;0.786
"312";"Higher Power";6;1250353;5142982;0;0.507;0.828;-6.023;0.0449;0.00711;0.261;178.032;211295;0.489
"313";"SUN GOES DOWN";4;5473565;5125477;80;0.551;0.636;-6.798;0.054;0.0837;0.112;174.065;168276;0.148
"314";"Painting Pictures";1;4840346;5119845;72;0.522;0.466;-8.05;0.458;0.331;0.11;78.43;137692;0.459
"315";"Rain On Me (with Ariana Grande)";55;18572085;5041656;79;0.672;0.855;-3.764;0.0397;0.021;0.323;123.056;182200;0.646
"316";"Hats Off (feat. Travis Scott)";1;7805880;7324233;81;0.596;0.65;-5.167;0.337;0.138;0.14;133.997;257428;0.188
"317";"Last Train Home";1;5178156;6439718;75;0.591;0.831;-6.612;0.0355;0.235;0.0571;93.007;187307;0.678
"318";"Voice of the Heroes";1;7805880;6249801;81;0.596;0.65;-5.167;0.337;0.138;0.14;133.997;257428;0.188
"319";"0X1=LOVESONG (I Know I Love you)";1;4136553;6040553;81;0.584;0.836;-4.925;0.079;0.0558;0.0663;104.973;202204;0.484
"320";"a m a r i";4;14097410;5645966;79;0.725;0.713;-6.173;0.187;0.127;0.617;65.988;148421;0.207
"321";"NEVER LEFT";5;4016497;5552212;82;0.807;0.659;-6.92;0.332;0.0224;0.309;82.465;168727;0.438
"322";"Solid (feat. Drake)";8;61930;5347781;82;0.887;0.485;-9.358;0.2;0.0392;0.141;125.987;215693;0.328
"323";"La Nota";35;7904381;5300884;79;0.736;0.632;-4.939;0.0648;0.18;0.349;92.03;216107;0.503
"324";"Golden";32;16112621;5298893;83;0.448;0.838;-5.257;0.0557;0.21;0.131;139.863;208907;0.254
"325";"CORALINE";2;3377762;5241813;81;0.363;0.678;-4.939;0.0995;0.0299;0.324;162.124;300413;0.321
"326";"BICHOTA";33;1250353;5201714;0;0.863;0.666;-4.158;0.152;0.212;0.103;163.908;178947;0.838
"327";"Slumber Party (feat. Princess Nokia)";10;1246335;5113574;82;0.964;0.398;-8.981;0.0795;0.00151;0.101;105.012;178405;0.563
"328";"Killer (feat. Jack Harlow & Cordae) - Remix";1;46785561;5404939;76;0.924;0.73;-6.125;0.274;0.0525;0.113;99.01;236666;0.848
"329";"Liberdade (Quando o Grave Bate Forte)";7;10334543;5378350;80;0.81;0.789;-4.032;0.0498;0.0254;0.104;129.988;150462;0.432
"330";"All Girls Are The Same";51;19085118;5372180;83;0.671;0.529;-7.226;0.307;0.0769;0.0856;161.989;165820;0.203
"331";"734";1;19085118;5368759;75;0.663;0.545;-3.93;0.036;0.123;0.106;78.452;196147;0.344
"332";"Boy With Luv (feat. Halsey)";16;37106176;5266625;82;0.645;0.862;-4.757;0.0965;0.0923;0.192;119.991;229773;0.798
"333";"Disco Arranhado - Funk Remix";10;74814;5207186;80;0.747;0.725;-2.564;0.363;0.551;0.0626;129.96;125558;0.904
"334";"Godzilla (feat. Juice WRLD)";70;46785561;5143522;83;0.808;0.745;-5.26;0.342;0.145;0.292;165.995;210800;0.829
"335";"Blueberry Faygo";68;3816446;5085511;79;0.774;0.554;-7.909;0.0383;0.207;0.132;99.034;162547;0.349
"336";"Somebody That I Used To Know";14;2263960;5068972;76;0.864;0.495;-7.036;0.037;0.591;0.0992;129.062;244973;0.72
"337";"Holy (feat. Chance The Rapper)";37;48504126;5063015;81;0.673;0.704;-8.056;0.36;0.196;0.0898;86.919;212093;0.372
"338";"Vida Louca";1;448447;5051514;82;0.852;0.62;-5.79;0.227;0.359;0.101;92.464;155676;0.744
"339";"i n t e r l u d e";3;14097410;7880155;76;0.77;0.574;-5.525;0.106;0.0617;0.104;98.962;133022;0.104
"340";"Butter (Instrumental)";1;37106176;7450126;70;0.429;0.387;-7.486;0.0753;0.000178;0.142;109.893;162147;0.41
"341";"Film out";5;37106176;7198095;81;0.499;0.709;-6.404;0.134;0.296;0.331;164.032;214621;0.314
"342";"Voilà";1;75496;6935400;72;0.447;0.337;-8.665;0.0631;0.773;0.298;135.379;176816;0.603
"343";"Shy Away";5;20823062;6634722;77;0.588;0.856;-5.242;0.0316;0.000818;0.238;96.966;175044;0.635
"344";"Saturday";1;20823062;6628638;75;0.687;0.89;-5.99;0.0344;0.00396;0.0436;113.06;172232;0.854
"345";"9 5 . s o u t h";2;14097410;6333126;75;0.713;0.793;-5.277;0.397;0.271;0.727;71.724;196946;0.203
"346";"Seeing Green (with Drake & Lil Wayne)";2;22161310;6299936;77;0.573;0.867;-2.876;0.168;0.0853;0.38;74.861;339506;0.231
"347";"Dark Side";1;121225;6277641;72;0.571;0.955;-3.795;0.105;0.00254;0.274;98.01;177790;0.437
"348";"SHUM";1;107553;6237019;75;0.527;0.737;-5.34;0.0642;0.05;0.105;116.431;172675;0.499
"349";"In the morning";4;2379448;5738325;79;0.847;0.814;-4.668;0.152;0.0825;0.0948;140.057;172359;0.711
"350";"l e t . g o . m y . h a n d (with Bas & 6LACK)";2;14097410;5393643;73;0.583;0.625;-8.011;0.277;0.506;0.196;89.812;266291;0.516
"351";"What’s Next";12;56308172;5335112;81;0.781;0.594;-6.959;0.0485;0.0136;0.162;129.895;178154;0.0628
"352";"Ramen & OJ";4;1725025;5282702;81;0.597;0.571;-6.205;0.293;0.492;0.093;106.196;218448;0.165
"353";"Cloud 9";9;618444;5252767;81;0.637;0.929;-3.593;0.0491;0.00167;0.344;80.974;147351;0.902
"354";"Tout l'univers";1;32257;5174437;69;0.534;0.365;-9.187;0.033;0.81;0.158;123.466;183707;0.237
"355";"Headshot (feat. Polo G & Fivio Foreign)";10;3553442;5174298;81;0.808;0.639;-7.266;0.279;0.0802;0.15;118;144349;0.395
"356";"Mask";1;727731;5156496;76;0.636;0.749;-4.197;0.0631;0.195;0.107;117.904;174936;0.653
"357";"10 Years";1;169137;5152139;70;0.798;0.621;-6.916;0.0391;0.0141;0.0926;123.038;166000;0.443
"358";"Choker";2;20823062;5150176;72;0.7;0.664;-8.211;0.0394;0.306;0.249;142.009;223066;0.585
"359";"a p p l y i n g . p r e s s u r e";1;14097410;15967986;71;0.699;0.759;-5.302;0.311;0.0814;0.312;83.092;177337;0.404
"360";"1 0 0 . m i l ‘ (with Bas)";1;14097410;15171655;72;0.711;0.647;-5.667;0.0822;0.334;0.312;125.092;163302;0.227
"361";"p u n c h i n ‘ . t h e . c l o c k";1;14097410;14051831;70;0.769;0.74;-6.579;0.378;0.197;0.171;94.104;112579;0.692
"362";"t h e . c l i m b . b a c k";2;14097410;12648655;70;0.618;0.632;-6.973;0.346;0.0526;0.353;81.446;306257;0.319
"363";"h u n g e r . o n . h i l l s i d e (with Bas)";1;14097410;11647489;71;0.563;0.703;-5.756;0.0702;0.126;0.213;94.983;238972;0.294
"364";"c l o s e";1;14097410;10712648;82;0.597;0.587;-7.026;0.137;0.0622;0.214;140.021;218802;0.0753
"365";"WITHOUT YOU (with Miley Cyrus)";3;2230022;6081034;81;0.655;0.469;-6.257;0.0292;0.173;0.0956;92.56;161385;0.467
"366";"Snow Tha Product: Bzrp Music Sessions. Vol. 39";3;3126961;5595839;78;0.83;0.748;-5.362;0.162;0.354;0.0992;133.028;177443;0.523
"367";"Travesuras - Remix";10;2123734;5518444;81;0.739;0.788;-5.198;0.0731;0.0513;0.282;175.996;324426;0.473
"368";"Bubblegum Bitch";7;2918229;5375782;73;0.495;0.856;-5.123;0.0311;0.000219;0.103;158.024;154667;0.609
"369";"Falling";142;16112621;5294368;83;0.567;0.267;-6.502;0.0299;0.839;0.089;110.011;240133;0.0592
"370";"Explícito";5;6150675;5278449;81;0.828;0.83;-3.371;0.047;0.348;0.0613;95.007;195066;0.422
"371";"No Te Enamores - Remix";19;22718;5218146;79;0.824;0.837;-4.603;0.107;0.573;0.271;100.021;289933;0.58
"372";"PROBLEMA";10;1250353;5215973;0;0.773;0.8;-3.17;0.0987;0.0613;0.0327;89.988;184507;0.842
"373";"Lonely (with benny blanco)";31;48504126;5191697;80;0.631;0.239;-7.071;0.0398;0.864;0.116;79.859;149297;0.0927
"374";"Cupid's Chokehold / Breakfast in America";10;1275345;5165035;81;0.72;0.744;-6.938;0.12;0.237;0.255;78.953;243773;0.619
"375";"If the World Was Ending - feat. Julia Michaels";72;280585;5127736;82;0.464;0.473;-10.086;0.129;0.866;0.109;75.801;208687;0.604
"376";"I DID IT (feat. Post Malone. Megan Thee Stallion. Lil Baby & DaBaby)";2;6278835;7347891;76;0.757;0.721;-2.906;0.0691;0.00196;0.647;124.036;165366;0.364
"377";"Body";17;323203;5831357;84;0.883;0.674;-8.043;0.357;0.21;0.0678;141.02;278085;0.73
"378";"everything i wanted";69;1250353;5448680;0;0.704;0.225;-14.454;0.0994;0.901;0.106;120.006;245426;0.243
"379";"What You Need";1;1605329;5346005;76;0.664;0.655;-7.327;0.0461;0.059;0.17;129.987;217609;0.13
"380";"L-Gante: Bzrp Music Sessions. Vol.38";9;3126961;5290877;80;0.553;0.819;-3.083;0.257;0.368;0.0915;87.913;192348;0.761
"381";"HOLIDAY";26;5473565;5264232;83;0.81;0.511;-6.924;0.164;0.12;0.0832;151.947;154998;0.837
"382";"At My Worst";28;942628;5258000;79;0.813;0.415;-5.926;0.0349;0.777;0.131;91.921;170345;0.667
"383";"Life Is Good (feat. Drake)";70;10488292;5241227;81;0.676;0.609;-5.831;0.481;0.0706;0.152;142.037;237735;0.508
"384";"Extasy";1;1223734;5203700;67;0.863;0.739;-5.879;0.153;0.0289;0.0931;129.964;174021;0.547
"385";"Wishing Well";44;19085118;5125706;83;0.65;0.613;-6.13;0.128;0.00336;0.267;149.972;194621;0.0804
"386";"Fan de Tus Fotos";11;14826679;5103863;79;0.728;0.689;-5.718;0.0725;0.293;0.109;170.089;197647;0.431
"387";"Tapão Na Raba";12;1260752;5088848;80;0.808;0.796;-3.169;0.0305;0.462;0.155;128.048;175047;0.799
"388";"Machu Picchu";10;10561047;5062404;76;0.788;0.789;-2.39;0.124;0.397;0.226;167.897;179005;0.867
"389";"Come & Go (with Marshmello)";44;19085118;5037124;83;0.625;0.814;-5.181;0.0657;0.0172;0.158;144.991;205485;0.535
"390";"Robbery";72;19085118;5024884;83;0.685;0.692;-5.122;0.0457;0.328;0.153;159.966;240051;0.578
"391";"Paradigmas";1;15013645;5018076;72;0.686;0.789;-4.103;0.126;0.322;0.4;157.932;157355;0.822
"392";"SugarCrash!";12;85617;5018005;80;0.748;0.734;-6.499;0.124;0.524;0.0975;97.753;80081;0.368
"393";"durag activity (with Travis Scott)";1;279741;7939784;75;0.89;0.701;-5.712;0.342;0.00306;0.0895;80.462;225020;0.505
"394";"love race (feat. Kellin Quinn)";1;3864419;6325080;76;0.517;0.848;-4.054;0.0521;0.00581;0.214;95.906;188779;0.429
"395";"POPSTAR (feat. Drake)";40;6278835;6127103;80;0.8;0.56;-4.818;0.261;0.057;0.134;163.071;200221;0.45
"396";"LET IT GO (feat. Justin Bieber & 21 Savage)";1;6278835;6083338;75;0.877;0.444;-7.547;0.172;0.24;0.169;129.06;165527;0.658
"397";"Girl From Rio";1;10740222;5768836;69;0.732;0.604;-7.472;0.0443;0.0112;0.219;139.982;195429;0.732
"398";"On The Ground";8;1094731;5655879;74;0.311;0.607;-6.578;0.11;0.0174;0.131;188.7;168086;0.286
"399";"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)";5;42227614;5480722;74;0.66;0.817;-6.269;0.0521;0.162;0.0667;135.942;277592;0.714
"400";"when the party's over";60;1250353;5467596;0;0.484;0.103;-14.075;0.0627;0.979;0.0895;124.011;199931;0.194
"401";"Otra Noche Sin Ti";4;29051363;5377794;80;0.503;0.548;-7.564;0.164;0.0751;0.145;94.036;228920;0.441
"402";"Met Him Last Night (feat. Ariana Grande)";5;20331923;5200695;72;0.538;0.512;-4.548;0.0262;0.22;0.101;144.978;204632;0.12
"403";"Back In Blood (feat. Lil Durk)";11;423237;5198209;75;0.759;0.538;-8.256;0.384;0.151;0.126;146.933;184490;0.831
"404";"Run It Up (feat. Offset & Moneybagg Yo)";5;3553442;5107084;81;0.88;0.575;-6.091;0.163;0.415;0.109;120.031;232048;0.671
"405";"Mi Niña";31;6929075;5026961;79;0.823;0.821;-3.402;0.166;0.31;0.143;99.999;213314;0.791
"406";"As I Am (feat. Khalid)";6;48544923;5896065;72;0.595;0.543;-8.149;0.038;0.127;0.0975;99.928;174406;0.109
"407";"Come Through (feat. Chris Brown)";1;4138951;5531998;74;0.615;0.422;-8.019;0.0504;0.604;0.112;135.859;214094;0.185
"408";"Goosebumps";24;17719446;5496962;87;0.841;0.593;-7.846;0.0379;0.418;0.124;124.917;162803;0.808
"409";"Put Your Records On";33;100463;5181180;81;0.399;0.491;-10.778;0.0538;0.0563;0.11;91.066;210463;0.151
"410";"Facas - Ao Vivo";13;1585593;5141640;79;0.443;0.509;-5.995;0.0536;0.615;0.472;160.984;196380;0.69
"411";"Train Wreck";28;8446147;5081800;82;0.311;0.485;-5.726;0.0365;0.701;0.0726;77.355;208827;0.225
"412";"Monster (Shawn Mendes & Justin Bieber)";23;33893352;5069268;79;0.652;0.383;-7.076;0.0516;0.0676;0.0828;145.765;178994;0.549
"413";"In Your Eyes";53;35340069;5054319;81;0.667;0.719;-5.371;0.0346;0.00285;0.0736;100.021;237520;0.717
"414";"SAD!";68;29566516;5051338;84;0.74;0.613;-4.88;0.145;0.258;0.123;75.023;166606;0.473
"415";"Good Without";1;130801;4998044;81;0.616;0.576;-5.495;0.0532;0.0723;0.375;89.962;182121;0.269
"416";"hot girl bummer";66;4270131;4992396;83;0.782;0.559;-7.106;0.0767;0.125;0.385;129.992;188344;0.685
"417";"When I Was Your Man";1;32603394;4945935;82;0.612;0.28;-8.648;0.0434;0.932;0.088;72.795;213827;0.387
"418";"LOCATION";11;1250353;4940701;0;0.772;0.758;-3.891;0.0482;0.0433;0.295;115.977;265240;0.654
"419";"Stressed Out";7;20823062;4913147;83;0.734;0.637;-5.677;0.141;0.0462;0.0602;169.977;202333;0.648
"420";"Ski";1;61930;7753784;78;0.953;0.621;-7.638;0.221;0.017;0.0398;123.016;152333;0.883
"421";"Diamonds Dancing (feat. Travis Scott)";1;61930;7515766;69;0.851;0.703;-7.351;0.303;0.00949;0.0895;74.017;242600;0.596
"422";"Love Story (Taylor’s Version)";5;42227614;6202933;73;0.627;0.792;-4.311;0.031;0.13;0.0845;119.054;235767;0.415
"423";"Ele É Ele. Eu Sou Eu";14;9907270;5380517;73;0.758;0.763;-8.754;0.0768;0.23;0.0703;163.946;155210;0.854
"424";"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo";1;4271775;5159208;80;0.593;0.932;-2.324;0.0526;0.302;0.133;171.977;147876;0.913
"425";"willow";19;42227614;5016865;79;0.392;0.574;-9.195;0.17;0.833;0.145;81.112;214707;0.529
"426";"Why'd You Only Call Me When You're High?";16;12375514;4976405;82;0.691;0.631;-6.478;0.0368;0.0483;0.104;92.004;161124;0.8
"427";"Afterglow";18;1250353;4965330;0;0.641;0.324;-5.851;0.0299;0.698;0.328;110.184;185487;0.273
"428";"LA CANCIÓN";29;29051363;4959754;83;0.754;0.646;-5.795;0.317;0.152;0.108;176.089;242573;0.429
"429";"You Belong With Me (Taylor’s Version)";1;42227614;9872084;73;0.632;0.773;-4.856;0.0346;0.0623;0.0885;130.033;231124;0.474
"430";"Fearless (Taylor’s Version)";1;42227614;9676024;69;0.569;0.741;-4.963;0.0282;0.0122;0.333;100.118;241592;0.43
"431";"X Gon' Give It To Ya";1;2815928;8638360;73;0.761;0.899;-3.09;0.183;0.0135;0.0719;95.027;217587;0.673
